expressionID,operandID,arg1,arg2,expressionValue,description,expressionName,expressionTypeID,expressionGroupID,expressionAttributeID
12487,17,12463,12473,None,"auto-spliced exp 12463, 12473",[(Type(Electronic Warfare).scanGravimetricStrength).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanLadarStrength).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanMagnetometricStrength).(P..);     ([(Type(Sensor Linking).MaxTargetRangeBonus).(PostPercent)].RGRSM(commandBonusRSD));     ([(Type(Sensor Linking).scanResolutionBonus).(PostPercent)].RGRSM(commandBonusRSD),None,None,None
12488,17,12482,12484,None,"auto-spliced exp 12482, 12484",[(Type(Weapon Disruption).maxRangeBonus).(PostPercent)].AGRSM(commandBonusTD));     ([(Type(Weapon Disruption).trackingSpeedBonus).(PostPercent)].AGRSM(commandBonusTD));     ([(Target Painting.signatureRadiusBonus).(PostPercent)].AGRSM(commandBonusTP),None,None,None
12489,17,12483,12485,None,"auto-spliced exp 12483, 12485",[(Type(Weapon Disruption).maxRangeBonus).(PostPercent)].RGRSM(commandBonusTD));     ([(Type(Weapon Disruption).trackingSpeedBonus).(PostPercent)].RGRSM(commandBonusTD));     ([(Target Painting.signatureRadiusBonus).(PostPercent)].RGRSM(commandBonusTP),None,None,None
12490,17,12486,12488,None,"auto-spliced exp 12486, 12488",[(Type(Electronic Warfare).scanGravimetricStrength).(PostPercent)].AGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanLadarStrength).(PostPercent)].AGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanMagnetometricStrength).(P..);     ([(Type(Weapon Disruption).maxRangeBonus).(PostPercent)].AGRSM(commandBonusTD));     ([(Type(Weapon Disruption).trackingSpeedBonus).(PostPercent)].AGRSM(commandBonusTD));     ([(Target Painting.signatureRadiusBonus).(PostPercent)].AGRSM(commandB..,None,None,None
12491,17,12487,12489,None,"auto-spliced exp 12487, 12489",[(Type(Electronic Warfare).scanGravimetricStrength).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanLadarStrength).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanMagnetometricStrength).(P..);     ([(Type(Weapon Disruption).maxRangeBonus).(PostPercent)].RGRSM(commandBonusTD));     ([(Type(Weapon Disruption).trackingSpeedBonus).(PostPercent)].RGRSM(commandBonusTD));     ([(Target Painting.signatureRadiusBonus).(PostPercent)].RGRSM(commandB..,None,None,None
12492,5,9532,12390,None,"Autogenerated AGRSM, (238 of modules in gang requiring Electronic Warfare).ALRSM(PostPercent,1320)",[(Type(Electronic Warfare).scanGravimetricStrengthBonus).(PostPercent)].AGRSM(commandBonusECM),None,None,None
12493,57,9532,12390,None,"Autogenerated RGRSM, (238 of modules in gang requiring Electronic Warfare).RLRSM(PostPercent,1320)",[(Type(Electronic Warfare).scanGravimetricStrengthBonus).(PostPercent)].RGRSM(commandBonusECM),None,None,None
12494,5,9544,12390,None,"Autogenerated AGRSM, (239 of modules in gang requiring Electronic Warfare).ALRSM(PostPercent,1320)",[(Type(Electronic Warfare).scanLadarStrengthBonus).(PostPercent)].AGRSM(commandBonusECM),None,None,None
12495,57,9544,12390,None,"Autogenerated RGRSM, (239 of modules in gang requiring Electronic Warfare).RLRSM(PostPercent,1320)",[(Type(Electronic Warfare).scanLadarStrengthBonus).(PostPercent)].RGRSM(commandBonusECM),None,None,None
12496,5,9540,12390,None,"Autogenerated AGRSM, (240 of modules in gang requiring Electronic Warfare).ALRSM(PostPercent,1320)",[(Type(Electronic Warfare).scanMagnetometricStrengthBonus).(PostPercent)].AGRSM(commandBonusECM),None,None,None
12497,57,9540,12390,None,"Autogenerated RGRSM, (240 of modules in gang requiring Electronic Warfare).RLRSM(PostPercent,1320)",[(Type(Electronic Warfare).scanMagnetometricStrengthBonus).(PostPercent)].RGRSM(commandBonusECM),None,None,None
12498,5,9548,12390,None,"Autogenerated AGRSM, (241 of modules in gang requiring Electronic Warfare).ALRSM(PostPercent,1320)",[(Type(Electronic Warfare).scanRadarStrengthBonus).(PostPercent)].AGRSM(commandBonusECM),None,None,None
12499,57,9548,12390,None,"Autogenerated RGRSM, (241 of modules in gang requiring Electronic Warfare).RLRSM(PostPercent,1320)",[(Type(Electronic Warfare).scanRadarStrengthBonus).(PostPercent)].RGRSM(commandBonusECM),None,None,None
12500,17,12492,12494,None,"auto-spliced exp 12492, 12494",[(Type(Electronic Warfare).scanGravimetricStrengthBonus).(PostPercent)].AGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanLadarStrengthBonus).(PostPercent)].AGRSM(commandBonusECM),None,None,None
12501,17,12493,12495,None,"auto-spliced exp 12493, 12495",[(Type(Electronic Warfare).scanGravimetricStrengthBonus).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanLadarStrengthBonus).(PostPercent)].RGRSM(commandBonusECM),None,None,None
12502,17,12496,12498,None,"auto-spliced exp 12496, 12498",[(Type(Electronic Warfare).scanMagnetometricStrengthBonus).(PostPercent)].AGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanRadarStrengthBonus).(PostPercent)].AGRSM(commandBonusECM),None,None,None
12503,17,12497,12499,None,"auto-spliced exp 12497, 12499",[(Type(Electronic Warfare).scanMagnetometricStrengthBonus).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanRadarStrengthBonus).(PostPercent)].RGRSM(commandBonusECM),None,None,None
12504,17,12500,12502,None,"auto-spliced exp 12500, 12502",[(Type(Electronic Warfare).scanGravimetricStrengthBonus).(PostPercent)].AGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanLadarStrengthBonus).(PostPercent)].AGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanMagnetometricStrengthBonus).(PostPercent)].AGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanRadarStrengthBonus).(PostPercent)].AGRSM(commandBonusECM),None,None,None
12505,17,12501,12503,None,"auto-spliced exp 12501, 12503",[(Type(Electronic Warfare).scanGravimetricStrengthBonus).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanLadarStrengthBonus).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanMagnetometricStrengthBonus).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanRadarStrengthBonus).(PostPercent)].RGRSM(commandBonusECM),None,None,None
12506,17,12504,12472,None,"auto-spliced exp 12504, 12472",[(Type(Electronic Warfare).scanGravimetricStrengthBonus).(PostPercent)].AGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanLadarStrengthBonus).(PostPercent)].AGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanMagnetometricSt..);     ([(Type(Sensor Linking).MaxTargetRangeBonus).(PostPercent)].AGRSM(commandBonusRSD));     ([(Type(Sensor Linking).scanResolutionBonus).(PostPercent)].AGRSM(commandBonusRSD),None,None,None
12507,17,12505,12473,None,"auto-spliced exp 12505, 12473",[(Type(Electronic Warfare).scanGravimetricStrengthBonus).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanLadarStrengthBonus).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanMagnetometricSt..);     ([(Type(Sensor Linking).MaxTargetRangeBonus).(PostPercent)].RGRSM(commandBonusRSD));     ([(Type(Sensor Linking).scanResolutionBonus).(PostPercent)].RGRSM(commandBonusRSD),None,None,None
12508,17,12506,12488,None,"auto-spliced exp 12506, 12488",[(Type(Electronic Warfare).scanGravimetricStrengthBonus).(PostPercent)].AGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanLadarStrengthBonus).(PostPercent)].AGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanMagnetometricSt..);     ([(Type(Weapon Disruption).maxRangeBonus).(PostPercent)].AGRSM(commandBonusTD));     ([(Type(Weapon Disruption).trackingSpeedBonus).(PostPercent)].AGRSM(commandBonusTD));     ([(Target Painting.signatureRadiusBonus).(PostPercent)].AGRSM(commandB..,None,None,None
12509,17,12507,12489,None,"auto-spliced exp 12507, 12489",[(Type(Electronic Warfare).scanGravimetricStrengthBonus).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanLadarStrengthBonus).(PostPercent)].RGRSM(commandBonusECM));     ([(Type(Electronic Warfare).scanMagnetometricSt..);     ([(Type(Weapon Disruption).maxRangeBonus).(PostPercent)].RGRSM(commandBonusTD));     ([(Type(Weapon Disruption).trackingSpeedBonus).(PostPercent)].RGRSM(commandBonusTD));     ([(Target Painting.signatureRadiusBonus).(PostPercent)].RGRSM(commandB..,None,None,None
12510,22,None,None,None,Warp Scramble Range Bonus,warpScrambleRangeBonus,None,None,1327
12511,22,None,None,None,None,warpScrambleRangeBonus,None,None,1327
12512,12,3043,11937,None,"Autogenerated ATT, Other.103",CurrentOther->warpScrambleRange,None,None,None
12513,31,1095,12512,None,"Autogenerated EFF, PostPercent modification to Other.103",(CurrentOther->warpScrambleRange).(PostPercent),None,None,None
12514,6,12513,12511,None,"Autogenerated AIM, Other.103.AIM(1327,PostPercent)",((CurrentOther->warpScrambleRange).(PostPercent)).AddItemModifier (warpScrambleRangeBonus),None,None,None
12515,58,12513,12511,None,"Autogenerated RIM, Other.103.RIM(1327,PostPercent)",((CurrentOther->warpScrambleRange).(PostPercent)).RemoveItemModifier (warpScrambleRangeBonus),None,None,None
12516,9,1173,11774,None,"Autogenerated ALRSM, (64 of modules on Ship requiring Large Energy Turret).ALRSM(PostPercent,1265)",((CurrentShip[Type(Large Energy Turret)]->damageMultiplier).(PostPercent)).ALRSM(eliteBonusViolators1),None,None,None
12517,61,1173,11774,None,"Autogenerated RLRSM, (64 of modules on Ship requiring Large Energy Turret).RLRSM(PostPercent,1265)",((CurrentShip[Type(Large Energy Turret)]->damageMultiplier).(PostPercent)).RLRSM(eliteBonusViolators1),None,None,None
12518,12,5586,848,None,"Autogenerated ATT, 54 on modules in group Remote Sensor Damper on Ship",CurrentShip..Remote Sensor Damper->maxRange,None,None,None
12519,31,1095,12518,None,"Autogenerated EFF, PostPercent modification to 54 located on Ship",(CurrentShip..Remote Sensor Damper->maxRange).(PostPercent),None,None,None
12520,7,12519,1238,None,"Autogenerated ALGM, (54 located on Ship).ALGM(294,PostPercent)",((CurrentShip..Remote Sensor Damper->maxRange).(PostPercent)).AddLocationGroupModifier (rangeSkillBonus),None,None,None
12521,59,12519,1238,None,"Autogenerated RLGM, (54 located on Ship).RLGM(294,PostPercent)",((CurrentShip..Remote Sensor Damper->maxRange).(PostPercent)).RemoveLocationGroupModifier (rangeSkillBonus),None,None,None
12522,12,5620,848,None,"Autogenerated ATT, 54 on modules in group Target Painter on Ship",CurrentShip..Target Painter->maxRange,None,None,None
12523,31,1095,12522,None,"Autogenerated EFF, PostPercent modification to 54 located on Ship",(CurrentShip..Target Painter->maxRange).(PostPercent),None,None,None
12524,7,12523,1238,None,"Autogenerated ALGM, (54 located on Ship).ALGM(294,PostPercent)",((CurrentShip..Target Painter->maxRange).(PostPercent)).AddLocationGroupModifier (rangeSkillBonus),None,None,None
12525,59,12523,1238,None,"Autogenerated RLGM, (54 located on Ship).RLGM(294,PostPercent)",((CurrentShip..Target Painter->maxRange).(PostPercent)).RemoveLocationGroupModifier (rangeSkillBonus),None,None,None
12526,12,6934,848,None,"Autogenerated ATT, 54 on modules in group Tracking Disrupter on Ship",CurrentShip..Tracking Disrupter->maxRange,None,None,None
12527,31,1095,12526,None,"Autogenerated EFF, PostPercent modification to 54 located on Ship",(CurrentShip..Tracking Disrupter->maxRange).(PostPercent),None,None,None
12528,7,12527,1238,None,"Autogenerated ALGM, (54 located on Ship).ALGM(294,PostPercent)",((CurrentShip..Tracking Disrupter->maxRange).(PostPercent)).AddLocationGroupModifier (rangeSkillBonus),None,None,None
12529,59,12527,1238,None,"Autogenerated RLGM, (54 located on Ship).RLGM(294,PostPercent)",((CurrentShip..Tracking Disrupter->maxRange).(PostPercent)).RemoveLocationGroupModifier (rangeSkillBonus),None,None,None
12530,12,9109,848,None,"Autogenerated ATT, 54 on modules in group ECM Burst on Ship",CurrentShip..ECM Burst->maxRange,None,None,None
12531,31,1095,12530,None,"Autogenerated EFF, PostPercent modification to 54 located on Ship",(CurrentShip..ECM Burst->maxRange).(PostPercent),None,None,None
12532,7,12531,1238,None,"Autogenerated ALGM, (54 located on Ship).ALGM(294,PostPercent)",((CurrentShip..ECM Burst->maxRange).(PostPercent)).AddLocationGroupModifier (rangeSkillBonus),None,None,None
12533,59,12531,1238,None,"Autogenerated RLGM, (54 located on Ship).RLGM(294,PostPercent)",((CurrentShip..ECM Burst->maxRange).(PostPercent)).RemoveLocationGroupModifier (rangeSkillBonus),None,None,None
12534,12,5339,849,None,"Autogenerated ATT, 243 on modules in group Cyberimplant on Char",CurrentChar..Cyberimplant->maxRangeMultiplier,None,None,None
12535,31,5,12534,None,"Autogenerated EFF, PreMul modification to 243 located on Char",(CurrentChar..Cyberimplant->maxRangeMultiplier).(PreMul),None,None,None
12536,7,12535,12027,None,"Autogenerated ALGM, (243 located on Char).ALGM(1292,PreMul)",((CurrentChar..Cyberimplant->maxRangeMultiplier).(PreMul)).AddLocationGroupModifier (implantSetORE),None,None,None
12537,59,12535,12027,None,"Autogenerated RLGM, (243 located on Char).RLGM(1292,PreMul)",((CurrentChar..Cyberimplant->maxRangeMultiplier).(PreMul)).RemoveLocationGroupModifier (implantSetORE),None,None,None
12538,22,None,None,None,droneBandwidthMultiplier,droneBandwidthMultiplier,None,None,1328
12539,22,None,None,None,None,droneBandwidthMultiplier,None,None,1328
12540,12,26,11903,None,"Autogenerated ATT, Target.1271",CurrentTarget->droneBandwidth,None,None,None
12541,31,10,12540,None,"Autogenerated EFF, PostMul modification to Target.1271",(CurrentTarget->droneBandwidth).(PostMul),None,None,None
12542,6,12541,12539,None,"Autogenerated AIM, Target.1271.AIM(1328,PostMul)",((CurrentTarget->droneBandwidth).(PostMul)).AddItemModifier (droneBandwidthMultiplier),None,None,None
12543,58,12541,12539,None,"Autogenerated RIM, Target.1271.RIM(1328,PostMul)",((CurrentTarget->droneBandwidth).(PostMul)).RemoveItemModifier (droneBandwidthMultiplier),None,None,None
12544,26,None,None,Scanner Probe,"Autogenerated group, Scanner Probe",Scanner Probe,None,479,None
12545,48,3,12544,None,"Autogenerated LG, Scanner Probe on Char",CurrentChar..Scanner Probe,None,None,None
12546,12,12545,791,None,"Autogenerated ATT, 208 on modules in group Scanner Probe on Char",CurrentChar..Scanner Probe->scanRadarStrength,None,None,None
12547,31,1095,12546,None,"Autogenerated EFF, PostPercent modification to 208 located on Char",(CurrentChar..Scanner Probe->scanRadarStrength).(PostPercent),None,None,None
12548,7,12547,5854,None,"Autogenerated ALGM, (208 located on Char).ALGM(846,PostPercent)",((CurrentChar..Scanner Probe->scanRadarStrength).(PostPercent)).AddLocationGroupModifier (scanStrengthBonus),None,None,None
12549,59,12547,5854,None,"Autogenerated RLGM, (208 located on Char).RLGM(846,PostPercent)",((CurrentChar..Scanner Probe->scanRadarStrength).(PostPercent)).RemoveLocationGroupModifier (scanStrengthBonus),None,None,None
12550,12,12545,789,None,"Autogenerated ATT, 209 on modules in group Scanner Probe on Char",CurrentChar..Scanner Probe->scanLadarStrength,None,None,None
12551,31,1095,12550,None,"Autogenerated EFF, PostPercent modification to 209 located on Char",(CurrentChar..Scanner Probe->scanLadarStrength).(PostPercent),None,None,None
12552,7,12551,5854,None,"Autogenerated ALGM, (209 located on Char).ALGM(846,PostPercent)",((CurrentChar..Scanner Probe->scanLadarStrength).(PostPercent)).AddLocationGroupModifier (scanStrengthBonus),None,None,None
12553,59,12551,5854,None,"Autogenerated RLGM, (209 located on Char).RLGM(846,PostPercent)",((CurrentChar..Scanner Probe->scanLadarStrength).(PostPercent)).RemoveLocationGroupModifier (scanStrengthBonus),None,None,None
12554,12,12545,788,None,"Autogenerated ATT, 211 on modules in group Scanner Probe on Char",CurrentChar..Scanner Probe->scanGravimetricStrength,None,None,None
12555,31,1095,12554,None,"Autogenerated EFF, PostPercent modification to 211 located on Char",(CurrentChar..Scanner Probe->scanGravimetricStrength).(PostPercent),None,None,None
12556,7,12555,5854,None,"Autogenerated ALGM, (211 located on Char).ALGM(846,PostPercent)",((CurrentChar..Scanner Probe->scanGravimetricStrength).(PostPercent)).AddLocationGroupModifier (scanStrengthBonus),None,None,None
12557,59,12555,5854,None,"Autogenerated RLGM, (211 located on Char).RLGM(846,PostPercent)",((CurrentChar..Scanner Probe->scanGravimetricStrength).(PostPercent)).RemoveLocationGroupModifier (scanStrengthBonus),None,None,None
12558,12,12545,790,None,"Autogenerated ATT, 210 on modules in group Scanner Probe on Char",CurrentChar..Scanner Probe->scanMagnetometricStrength,None,None,None
12559,31,1095,12558,None,"Autogenerated EFF, PostPercent modification to 210 located on Char",(CurrentChar..Scanner Probe->scanMagnetometricStrength).(PostPercent),None,None,None
12560,7,12559,5854,None,"Autogenerated ALGM, (210 located on Char).ALGM(846,PostPercent)",((CurrentChar..Scanner Probe->scanMagnetometricStrength).(PostPercent)).AddLocationGroupModifier (scanStrengthBonus),None,None,None
12561,59,12559,5854,None,"Autogenerated RLGM, (210 located on Char).RLGM(846,PostPercent)",((CurrentChar..Scanner Probe->scanMagnetometricStrength).(PostPercent)).RemoveLocationGroupModifier (scanStrengthBonus),None,None,None
12562,7,12555,804,None,"Autogenerated ALGM, (211 located on Char).ALGM(238,PostPercent)",((CurrentChar..Scanner Probe->scanGravimetricStrength).(PostPercent)).AddLocationGroupModifier (scanGravimetricStrengthBonus),None,None,None
12563,59,12555,804,None,"Autogenerated RLGM, (211 located on Char).RLGM(238,PostPercent)",((CurrentChar..Scanner Probe->scanGravimetricStrength).(PostPercent)).RemoveLocationGroupModifier (scanGravimetricStrengthBonus),None,None,None
12564,22,None,None,None,Drone Bandwidth Bonus (additive),droneBandwidthBonusAdd,None,None,1329
12565,22,None,None,None,None,droneBandwidthBonusAdd,None,None,1329
12566,12,4,11903,None,"Autogenerated ATT, Ship.1271",CurrentShip->droneBandwidth,None,None,None
12567,31,7,12566,None,"Autogenerated EFF, ModAdd modification to Ship.1271",(CurrentShip->droneBandwidth).(ModAdd),None,None,None
12568,6,12567,12565,None,"Autogenerated AIM, Ship.1271.AIM(1329,ModAdd)",((CurrentShip->droneBandwidth).(ModAdd)).AddItemModifier (droneBandwidthBonusAdd),None,None,None
12569,58,12567,12565,None,"Autogenerated RIM, Ship.1271.RIM(1329,ModAdd)",((CurrentShip->droneBandwidth).(ModAdd)).RemoveItemModifier (droneBandwidthBonusAdd),None,None,None
12570,22,None,None,None,,isHacking,None,None,1330
12571,22,None,None,None,,isArcheology,None,None,1331
12572,31,1095,12038,None,"Autogenerated EFF, PostPercent modification to 54 located on Ship",(CurrentShip..Frequency Mining Laser->maxRange).(PostPercent),None,None,None
12573,7,12572,1855,None,"Autogenerated ALGM, (54 located on Ship).ALGM(351,PostPercent)",((CurrentShip..Frequency Mining Laser->maxRange).(PostPercent)).AddLocationGroupModifier (maxRangeBonus),None,None,None
12574,59,12572,1855,None,"Autogenerated RLGM, (54 located on Ship).RLGM(351,PostPercent)",((CurrentShip..Frequency Mining Laser->maxRange).(PostPercent)).RemoveLocationGroupModifier (maxRangeBonus),None,None,None
12575,31,1095,12033,None,"Autogenerated EFF, PostPercent modification to 54 located on Ship",(CurrentShip..Strip Miner->maxRange).(PostPercent),None,None,None
12576,7,12575,1855,None,"Autogenerated ALGM, (54 located on Ship).ALGM(351,PostPercent)",((CurrentShip..Strip Miner->maxRange).(PostPercent)).AddLocationGroupModifier (maxRangeBonus),None,None,None
12577,59,12575,1855,None,"Autogenerated RLGM, (54 located on Ship).RLGM(351,PostPercent)",((CurrentShip..Strip Miner->maxRange).(PostPercent)).RemoveLocationGroupModifier (maxRangeBonus),None,None,None
12578,31,1095,12042,None,"Autogenerated EFF, PostPercent modification to 54 located on Ship",(CurrentShip..Gas Cloud Harvester->maxRange).(PostPercent),None,None,None
12579,7,12578,1855,None,"Autogenerated ALGM, (54 located on Ship).ALGM(351,PostPercent)",((CurrentShip..Gas Cloud Harvester->maxRange).(PostPercent)).AddLocationGroupModifier (maxRangeBonus),None,None,None
12580,59,12578,1855,None,"Autogenerated RLGM, (54 located on Ship).RLGM(351,PostPercent)",((CurrentShip..Gas Cloud Harvester->maxRange).(PostPercent)).RemoveLocationGroupModifier (maxRangeBonus),None,None,None
12581,7,9066,4143,None,"Autogenerated ALGM, (84 located on Ship).ALGM(658,PostPercent)",((CurrentShip..Armor Repair Unit->armorDamageAmount).(PostPercent)).AddLocationGroupModifier (shipBonusGC2),None,None,None
12582,59,9066,4143,None,"Autogenerated RLGM, (84 located on Ship).RLGM(658,PostPercent)",((CurrentShip..Armor Repair Unit->armorDamageAmount).(PostPercent)).RemoveLocationGroupModifier (shipBonusGC2),None,None,None
12583,12,1171,848,None,"Autogenerated ATT, 54 on modules requiring Large Energy Turret on Ship",CurrentShip[Type(Large Energy Turret)]->maxRange,None,None,None
12584,31,1095,12583,None,"Autogenerated EFF, PostPercent modification to 54 on modules requiring Large Energy Turret on Ship",(CurrentShip[Type(Large Energy Turret)]->maxRange).(PostPercent),None,None,None
12585,9,12584,3559,None,"Autogenerated ALRSM, (54 of modules on Ship requiring Large Energy Turret).ALRSM(PostPercent,585)",((CurrentShip[Type(Large Energy Turret)]->maxRange).(PostPercent)).ALRSM(shipBonusAB2),None,None,None
12586,61,12584,3559,None,"Autogenerated RLRSM, (54 of modules on Ship requiring Large Energy Turret).RLRSM(PostPercent,585)",((CurrentShip[Type(Large Energy Turret)]->maxRange).(PostPercent)).RLRSM(shipBonusAB2),None,None,None
12587,6,1741,12308,None,"Autogenerated AIM, Ship.263.AIM(1311,PostPercent)",((CurrentShip->shieldCapacity).(PostPercent)).AddItemModifier (eliteBonusJumpFreighter1),None,None,None
12588,58,1741,12308,None,"Autogenerated RIM, Ship.263.RIM(1311,PostPercent)",((CurrentShip->shieldCapacity).(PostPercent)).RemoveItemModifier (eliteBonusJumpFreighter1),None,None,None
12589,6,1633,12308,None,"Autogenerated AIM, Ship.265.AIM(1311,PostPercent)",((CurrentShip->armorHP).(PostPercent)).AddItemModifier (eliteBonusJumpFreighter1),None,None,None
12590,58,1633,12308,None,"Autogenerated RIM, Ship.265.RIM(1311,PostPercent)",((CurrentShip->armorHP).(PostPercent)).RemoveItemModifier (eliteBonusJumpFreighter1),None,None,None
12591,6,1543,6582,None,"Autogenerated AIM, Ship.70.AIM(888,PostPercent)",((CurrentShip->agility).(PostPercent)).AddItemModifier (freighterBonusC1),None,None,None
12592,58,1543,6582,None,"Autogenerated RIM, Ship.70.RIM(888,PostPercent)",((CurrentShip->agility).(PostPercent)).RemoveItemModifier (freighterBonusC1),None,None,None
12593,6,1543,6586,None,"Autogenerated AIM, Ship.70.AIM(892,PostPercent)",((CurrentShip->agility).(PostPercent)).AddItemModifier (freighterBonusM1),None,None,None
12594,58,1543,6586,None,"Autogenerated RIM, Ship.70.RIM(892,PostPercent)",((CurrentShip->agility).(PostPercent)).RemoveItemModifier (freighterBonusM1),None,None,None
12595,6,1543,6585,None,"Autogenerated AIM, Ship.70.AIM(891,PostPercent)",((CurrentShip->agility).(PostPercent)).AddItemModifier (freighterBonusG1),None,None,None
12596,58,1543,6585,None,"Autogenerated RIM, Ship.70.RIM(891,PostPercent)",((CurrentShip->agility).(PostPercent)).RemoveItemModifier (freighterBonusG1),None,None,None
12597,6,1543,6563,None,"Autogenerated AIM, Ship.70.AIM(886,PostPercent)",((CurrentShip->agility).(PostPercent)).AddItemModifier (freighterBonusA1),None,None,None
12598,58,1543,6563,None,"Autogenerated RIM, Ship.70.RIM(886,PostPercent)",((CurrentShip->agility).(PostPercent)).RemoveItemModifier (freighterBonusA1),None,None,None
12603,22,None,None,None,None,falloffBonusBonus,None,None,1332
12604,12,3043,1803,None,"Autogenerated ATT, Other.349",CurrentOther->falloffBonus,None,None,None
12605,31,1095,12604,None,"Autogenerated EFF, PostPercent modification to Other.349",(CurrentOther->falloffBonus).(PostPercent),None,None,None
12606,6,12605,12603,None,"Autogenerated AIM, Other.349.AIM(1332,PostPercent)",((CurrentOther->falloffBonus).(PostPercent)).AddItemModifier (falloffBonusBonus),None,None,None
12607,58,12605,12603,None,"Autogenerated RIM, Other.349.RIM(1332,PostPercent)",((CurrentOther->falloffBonus).(PostPercent)).RemoveItemModifier (falloffBonusBonus),None,None,None
12608,31,1599,1804,None,"Autogenerated EFF, PreAssignment modification to Self.349",(CurrentSelf->falloffBonus).(PreAssignment),None,None,None
12609,6,12608,1855,None,"Autogenerated AIM, Self.349.AIM(351,PreAssignment)",((CurrentSelf->falloffBonus).(PreAssignment)).AddItemModifier (maxRangeBonus),None,None,None
12610,58,12608,1855,None,"Autogenerated RIM, Self.349.RIM(351,PreAssignment)",((CurrentSelf->falloffBonus).(PreAssignment)).RemoveItemModifier (maxRangeBonus),None,None,None
12611,49,26,7591,None,"Autogenerated LRS, modules on Target that require Acceleration Control",CurrentTarget[Acceleration Control],None,None,None
12612,12,12611,1648,None,"Autogenerated ATT, 158 on modules requiring Acceleration Control on Target",CurrentTarget[Acceleration Control]->falloff,None,None,None
12613,31,1095,12612,None,"Autogenerated EFF, PostPercent modification to 158 on modules requiring Acceleration Control on Target",(CurrentTarget[Acceleration Control]->falloff).(PostPercent),None,None,None
12614,9,12613,1803,None,"Autogenerated ALRSM, (158 of modules on Target requiring Acceleration Control).ALRSM(PostPercent,349)",((CurrentTarget[Acceleration Control]->falloff).(PostPercent)).ALRSM(falloffBonus),None,None,None
12615,61,12613,1803,None,"Autogenerated RLRSM, (158 of modules on Target requiring Acceleration Control).RLRSM(PostPercent,349)",((CurrentTarget[Acceleration Control]->falloff).(PostPercent)).RLRSM(falloffBonus),None,None,None
12616,48,26,1665,None,"Autogenerated LG, Gunnery on Target",CurrentTarget..Gunnery,None,None,None
12617,12,12616,1648,None,"Autogenerated ATT, 158 on modules in group Gunnery on Target",CurrentTarget..Gunnery->falloff,None,None,None
12618,31,1095,12617,None,"Autogenerated EFF, PostPercent modification to 158 located on Target",(CurrentTarget..Gunnery->falloff).(PostPercent),None,None,None
12619,7,12618,1803,None,"Autogenerated ALGM, (158 located on Target).ALGM(349,PostPercent)",((CurrentTarget..Gunnery->falloff).(PostPercent)).AddLocationGroupModifier (falloffBonus),None,None,None
12620,59,12618,1803,None,"Autogenerated RLGM, (158 located on Target).RLGM(349,PostPercent)",((CurrentTarget..Gunnery->falloff).(PostPercent)).RemoveLocationGroupModifier (falloffBonus),None,None,None
12621,12,12225,1648,None,"Autogenerated ATT, 158 on modules requiring Gunnery on Target",CurrentTarget[Type(Gunnery)]->falloff,None,None,None
12622,31,1095,12621,None,"Autogenerated EFF, PostPercent modification to 158 on modules requiring Gunnery on Target",(CurrentTarget[Type(Gunnery)]->falloff).(PostPercent),None,None,None
12623,9,12622,1803,None,"Autogenerated ALRSM, (158 of modules on Target requiring Gunnery).ALRSM(PostPercent,349)",((CurrentTarget[Type(Gunnery)]->falloff).(PostPercent)).ALRSM(falloffBonus),None,None,None
12624,61,12622,1803,None,"Autogenerated RLRSM, (158 of modules on Target requiring Gunnery).RLRSM(PostPercent,349)",((CurrentTarget[Type(Gunnery)]->falloff).(PostPercent)).RLRSM(falloffBonus),None,None,None
